,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
839,music,encounter,war,occupation,collection,archive,production,change,occupation,culture,music,hand,music,control,musician,musician,hand,instrument,sound,sound,archive,archive,music,time,collection,collection,material,production,restitution,collection,concept,restitution,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,right,policy,relationship,viability,efficacy,body,practice,policy,viability,law,relationship,viability,efficacy,practice,policy,sustainability,law,philosophy,science,policy,decision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,politic,policy,citizen,relation,law,maximalist,policy,maximalist,rule,law,state,datum,politic,security,scholarship,institution,maximalist,mechanism,regime,influence,interaction,state,organization,regime,democracy,communication,activity,scholarship,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,politic,policy,citizen,relation,law,maximalist,policy,maximalist,rule,law,state,datum,politic,security,scholarship,institution,maximalist,mechanism,regime,influence,interaction,state,organization,regime,democracy,communication,activity,scholarship,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,politic,policy,citizen,relation,law,maximalist,policy,maximalist,rule,law,state,datum,politic,security,scholarship,institution,maximalist,mechanism,regime,influence,interaction,state,organization,regime,democracy,communication,activity,scholarship,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,rivalry,change,fall,dictator,region,influence,rivalry,transition,politic,region,fall,democratization,fall,dictator,war,rule,rivalry,change,democracy,democratization,region,datum,database,institution,security,policy,relation,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,rivalry,change,fall,dictator,region,influence,rivalry,transition,politic,region,fall,democratization,fall,dictator,war,rule,rivalry,change,democracy,democratization,region,datum,database,institution,security,policy,relation,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,right,group,right,movement,fellowship,right,movement,influence,norm,medium,platform,medium,message,solidarity,fellowship,norm,message,influence,group,right,movement,message,group,message,action,attitude,network,skill,skill,medium,datum,group,group,fellowship,movement,solidarity,right,organisation,medium,campaign,fellowship,growth,researcher,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,right,group,right,movement,fellowship,right,movement,influence,norm,medium,platform,medium,message,solidarity,fellowship,norm,message,influence,group,right,movement,message,group,message,action,attitude,network,skill,skill,medium,datum,group,group,fellowship,movement,solidarity,right,organisation,medium,campaign,fellowship,growth,researcher,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,foreigner,war,man,war,man,war,soldier,soldier,war,soldier,soldier,entanglement,war,state,narrative,war,activity,skill,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,heart,philosophy,translation,translation,philosophy,translation,identity,community,time,translation,migratory,literature,translation,translation,philosophy,translation,fracture,history,relation,translation,philosophy,hand,translation,philosophy,philosophy,translation,translation,relation,practice,philosophy,translation,philosophy,transformation,text,dimension,translation,education,multilingualism,activity,translation,class,philosophy,class,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,mind,word,language,science,mind,state,life,mind,mind,folk,theory,mind,state,datum,concept,mind,language,mind,concept,folk,concept,mind,model,mind,language,model,mind,mind,agent,culture,model,folk,theory,mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,cohesion,state,minority,intermarriage,vehicle,state,minority,driver,assimilation,minority,community,family,identity,family,member,intermarriage,intermarriage,intermarriage,member,minority,community,region,state,art,intermarriage,level,family,region,level,identity,transformation,family,level,transfer,level,minority,policy,intermarriage,minority,member,member,policy,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,pandemic,vulnerability,isolation,relation,exclusion,achievement,relation,equality,individual,emergency,target,discrimination,health,health,risk,care,member,socio,state,exclusion,justice,democracy,value,equality,theory,vulnerability,exclusion,philosophy,theory,right,individual,arrangement,state,equality,equality,group,member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,pandemic,vulnerability,isolation,relation,exclusion,achievement,relation,equality,individual,emergency,target,discrimination,health,health,risk,care,member,socio,state,exclusion,justice,democracy,value,equality,theory,vulnerability,exclusion,philosophy,theory,right,individual,arrangement,state,equality,equality,group,member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,pandemic,vulnerability,isolation,relation,exclusion,achievement,relation,equality,individual,emergency,target,discrimination,health,health,risk,care,member,socio,state,exclusion,justice,democracy,value,equality,theory,vulnerability,exclusion,philosophy,theory,right,individual,arrangement,state,equality,equality,group,member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,mediation,practice,individual,group,agency,party,agent,mediator,group,immigrant,activity,relationship,cohesion,group,practice,time,mechanism,conflict,theory,mediation,life,activity,mediator,agent,concept,community,model,medium,researcher,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,mediation,practice,individual,group,agency,party,agent,mediator,group,immigrant,activity,relationship,cohesion,group,practice,time,mechanism,conflict,theory,mediation,life,activity,mediator,agent,concept,community,model,medium,researcher,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,wha,text,speech,voice,voice,text,speech,reader,technology,representation,gender,age,class,accent,voice,class,wha,practice,text,speech,reader,app,voice,gender,age,class,accent,industry,representation,voice,technology,self,post,practice,intervention,art,practice,conversation,app,art,festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,wha,text,speech,voice,voice,text,speech,reader,technology,representation,gender,age,class,accent,voice,class,wha,practice,text,speech,reader,app,voice,gender,age,class,accent,industry,representation,voice,technology,self,post,practice,intervention,art,practice,conversation,app,art,festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,actor,rule,corporation,behaviour,science,management,actor,activity,corporation,power,rule,literature,power,rule,wp,power,power,production,network,trade,dataset,policy,organization,organization,region,datum,platform,policy,participation,code,policy,survey,trade,lobbying,policy,dataset,causal,relation,management,theory,company,market,theory,agenda,treatment,politic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,parent,life,event,life,parenthood,partnership,age,time,transition,life,influence,time,transition,parenthood,partnership,school,classmate,adolescent,time,school,school,classmate,time,transition,parenthood,partnership,influence,school,classmate,interaction,individual,family,school,influence,classmate,classmate,school,influence,family,classmate,school,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,parent,life,event,life,parenthood,partnership,age,time,transition,life,influence,time,transition,parenthood,partnership,school,classmate,adolescent,time,school,school,classmate,time,transition,parenthood,partnership,influence,school,classmate,interaction,individual,family,school,influence,classmate,classmate,school,influence,family,classmate,school,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,nature,dust,galaxy,formation,cluster,wavelength,astronomy,area,datum,radio,dust,galaxy,structure,dust,star,formation,density,galaxy,cluster,star,galaxy,cluster,target,generation,telescope,wavelength,datum,radio,telescope,datum,processing,skill,group,datum,datum,datum,survey,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,magnet,application,demand,energy,production,sustainability,demand,vehicle,vehicle,magnet,motor,technology,dimension,technology,post,material,transition,scarcity,market,waste,economy,energy,production,magnet,target,energy,acid,magnet,energy,acid,chemical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,memory,trauma,literature,century,conflict,saga,prose,text,century,century,text,manifestation,memory,saga,trauma,plague,epidemic,century,pandemic,outbreak,plague,century,prose,history,trauma,epidemic,material,saga,century,memory,trauma,disability,body,health,time,text,influence,literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,origin,century,object,nature,thinker,century,thought,object,dimension,thinker,century,work,century,philosophy,science,physics,time,science,century,narrative,origin,time,assimilation,century,material,recovery,text,thinker,work,origin,science,thinker,science,culture,canon,science,practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,grammar,system,generator,grammar,system,problem,accuracy,content,datum,energy,generator,system,problem,grammar,generator,art,energy,resource,language,system,datum,machine,learning,evaluation,environment,system,system,component,application,technology,citizen,administration,group,self,evaluation,system,skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,art,century,transition,tempera,oil,painting,art,time,artist,egg,tempera,oil,transition,egg,oil,medium,artist,egg,oil,paint,medium,chemistry,level,chemical,medium,paint,oil,protein,painting,time,resolution,ray,chemical,transmission,ray,mass,sample,community,level,artwork,datum,materiality,technology,transition,egg,oil,art,history,chemical,science,science,community,policy,,,,,,,,,,,,,,,,,,,,,,,,,
868,division,asset,family,law,socio,concept,asset,law,system,gender,relation,spouse,ownership,resource,marriage,provision,adat,provision,practice,adat,woman,security,marriage,polygyny,court,region,couple,asset,polygyny,application,system,right,woman,acquisition,asset,resource,marriage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,region,text,theory,discourse,theory,inclusion,narrative,discourse,datum,database,application,application,application,audience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,union,formation,birth,child,event,man,woman,life,individual,age,disparity,family,formation,pattern,lmic,woman,lmic,union,life,man,risk,health,family,change,change,disparity,family,formation,population,woman,man,dimension,education,gender,disparity,gender,adult,family,formation,policy,community,organization,policy,problem,individual,marriage,parenthood,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,union,formation,birth,child,event,man,woman,life,individual,age,disparity,family,formation,pattern,lmic,woman,lmic,union,life,man,risk,health,family,change,change,disparity,family,formation,population,woman,man,dimension,education,gender,disparity,gender,adult,family,formation,policy,community,organization,policy,problem,individual,marriage,parenthood,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,union,formation,birth,child,event,man,woman,life,individual,age,disparity,family,formation,pattern,lmic,woman,lmic,union,life,man,risk,health,family,change,change,disparity,family,formation,population,woman,man,dimension,education,gender,disparity,gender,adult,family,formation,policy,community,organization,policy,problem,individual,marriage,parenthood,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,embryo,adoption,narrative,adoption,practice,determinant,nationality,bio,institution,gender,sexuality,class,adoption,practice,embryo,embryo,receiver,discourse,logic,adoption,management,action,narrative,embryo,practice,determinant,nationality,bio,institution,gender,sexuality,class,absence,embryo,adoption,practice,family,transition,parenthood,family,practice,embryo,absence,law,embryo,decision,embryo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,embryo,adoption,narrative,adoption,practice,determinant,nationality,bio,institution,gender,sexuality,class,adoption,practice,embryo,embryo,receiver,discourse,logic,adoption,management,action,narrative,embryo,practice,determinant,nationality,bio,institution,gender,sexuality,class,absence,embryo,adoption,practice,family,transition,parenthood,family,practice,embryo,absence,law,embryo,decision,embryo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,embryo,adoption,narrative,adoption,practice,determinant,nationality,bio,institution,gender,sexuality,class,adoption,practice,embryo,embryo,receiver,discourse,logic,adoption,management,action,narrative,embryo,practice,determinant,nationality,bio,institution,gender,sexuality,class,absence,embryo,adoption,practice,family,transition,parenthood,family,practice,embryo,absence,law,embryo,decision,embryo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,computing,brain,computation,computing,electronic,neuron,synapsis,memristor,network,memristor,area,heat,generation,power,electronic,photonic,network,latency,power,photonic,technology,memristor,memristor,amplitude,phase,change,synapsis,photonic,memristor,energy,material,heterostructure,heterostructure,phase,energy,bit,interaction,material,science,physics,photonic,electronic,action,photonic,datum,computation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,cooperation,behavior,decision,decision,choice,decision,life,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,cooperation,behavior,decision,decision,choice,decision,life,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,cost,cooperation,cost,cooperation,cost,cooperation,cooperation,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,medium,platform,woman,workplace,medium,woman,self,discrimination,woman,network,intervention,woman,mentor,medium,gender,equality,science,gender,workplace,design,nature,management,communication,technology,literature,time,workplace,gender,work,problem,platform,woman,recipient,management,platform,woman,policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,medium,platform,woman,workplace,medium,woman,self,discrimination,woman,network,intervention,woman,mentor,medium,gender,equality,science,gender,workplace,design,nature,management,communication,technology,literature,time,workplace,gender,work,problem,platform,woman,recipient,management,platform,woman,policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,medium,platform,woman,workplace,medium,woman,self,discrimination,woman,network,intervention,woman,mentor,medium,gender,equality,science,gender,workplace,design,nature,management,communication,technology,literature,time,workplace,gender,work,problem,platform,woman,recipient,management,platform,woman,policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,pattern,power,colonization,mechanism,relation,margin,state,woman,model,education,sustainability,community,filmmaker,medium,student,gender,education,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,pattern,power,colonization,mechanism,relation,margin,state,woman,model,education,sustainability,community,filmmaker,medium,student,gender,education,industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,diversity,event,cooperation,event,threat,discrimination,event,movement,movement,event,discourse,threat,cooperation,interaction,worker,organization,literature,management,organization,literature,work,team,diversity,event,organization,cooperation,team,decision,organization,movement,cooperation,worker,movement,cooperation,worker,cooperation,worker,manager,threat,prediction,database,information,diversity,threat,medium,datum,cooperation,organization,stream,event,behavior,worker,,,,,,,,,,,,,,,,,,,,,,,,,,
885,diversity,event,cooperation,event,threat,discrimination,event,movement,movement,event,discourse,threat,cooperation,interaction,worker,organization,literature,management,organization,literature,work,team,diversity,event,organization,cooperation,team,decision,organization,movement,cooperation,worker,movement,cooperation,worker,cooperation,worker,manager,threat,prediction,database,information,diversity,threat,medium,datum,cooperation,organization,stream,event,behavior,worker,,,,,,,,,,,,,,,,,,,,,,,,,,
886,diversity,event,cooperation,event,threat,discrimination,event,movement,movement,event,discourse,threat,cooperation,interaction,worker,organization,literature,management,organization,literature,work,team,diversity,event,organization,cooperation,team,decision,organization,movement,cooperation,worker,movement,cooperation,worker,cooperation,worker,manager,threat,prediction,database,information,diversity,threat,medium,datum,cooperation,organization,stream,event,behavior,worker,,,,,,,,,,,,,,,,,,,,,,,,,,
887,diversity,event,cooperation,event,threat,discrimination,event,movement,movement,event,discourse,threat,cooperation,interaction,worker,organization,literature,management,organization,literature,work,team,diversity,event,organization,cooperation,team,decision,organization,movement,cooperation,worker,movement,cooperation,worker,cooperation,worker,manager,threat,prediction,database,information,diversity,threat,medium,datum,cooperation,organization,stream,event,behavior,worker,,,,,,,,,,,,,,,,,,,,,,,,,,
888,organisation,landscape,resource,mobility,pattern,mobility,level,maintenance,region,area,cluster,area,relationship,material,network,action,difference,land,pattern,mobility,pattern,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,style,settler,identity,behavior,man,woman,child,discourse,settler,function,community,literature,parent,manual,child,literature,transformation,emotion,settler,level,scholarship,emotion,style,phase,style,home,settler,time,phase,transformation,phase,practice,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,climate,event,risk,assessment,owner,risk,management,intervention,resource,mitigation,work,predictability,rockfall,hazard,mountain,environment,pit,rockfall,propagation,fragmentation,fragmentation,hazard,prediction,fragmentation,model,rockfall,time,risk,assessment,rockfall,infrastructure,pit,activity,theory,practice,adoption,policy,activity,owner,risk,risk,death,time,activity,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,climate,event,risk,assessment,owner,risk,management,intervention,resource,mitigation,work,predictability,rockfall,hazard,mountain,environment,pit,rockfall,propagation,fragmentation,fragmentation,hazard,prediction,fragmentation,model,rockfall,time,risk,assessment,rockfall,infrastructure,pit,activity,theory,practice,adoption,policy,activity,owner,risk,risk,death,time,activity,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,bone,problem,patient,bone,fracture,fracture,healing,population,impairment,mortality,event,fracture,repair,healing,vessel,cell,bone,fracture,tissue,restoration,hypoxia,signaling,bone,healing,pathway,fracture,repair,mechanism,crosstalk,hypoxia,signaling,fracture,repair,crosstalk,fracture,repair,health,care,health,life,time,mortality,population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,action,birth,policy,decline,family,policy,pregnancy,behaviour,birth,abortion,child,health,birth,pregnancy,evaluation,population,state,art,model,policy,woman,right,action,transfer,institution,policy,body,gender,equality,woman,right,transfer,policy,abortion,behaviour,transfer,child,health,birth,policy,evaluation,decline,threat,sustainability,cost,policy,family,policy,tax,gender,equality,anti,abortion,policy,woman,right,family,policy,,,,,,,,,,,,,,,,,,,,
894,action,birth,policy,decline,family,policy,pregnancy,behaviour,birth,abortion,child,health,birth,pregnancy,evaluation,population,state,art,model,policy,woman,right,action,transfer,institution,policy,body,gender,equality,woman,right,transfer,policy,abortion,behaviour,transfer,child,health,birth,policy,evaluation,decline,threat,sustainability,cost,policy,family,policy,tax,gender,equality,anti,abortion,policy,woman,right,family,policy,,,,,,,,,,,,,,,,,,,,
895,action,birth,policy,decline,family,policy,pregnancy,behaviour,birth,abortion,child,health,birth,pregnancy,evaluation,population,state,art,model,policy,woman,right,action,transfer,institution,policy,body,gender,equality,woman,right,transfer,policy,abortion,behaviour,transfer,child,health,birth,policy,evaluation,decline,threat,sustainability,cost,policy,family,policy,tax,gender,equality,anti,abortion,policy,woman,right,family,policy,,,,,,,,,,,,,,,,,,,,
896,threat,crisis,city,sustainability,minority,group,eviction,displacement,practice,resistance,group,actor,management,care,democracy,environment,design,area,production,material,practice,activism,phase,area,anthropology,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,threat,crisis,city,sustainability,minority,group,eviction,displacement,practice,resistance,group,actor,management,care,democracy,environment,design,area,production,material,practice,activism,phase,area,anthropology,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,threat,crisis,city,sustainability,minority,group,eviction,displacement,practice,resistance,group,actor,management,care,democracy,environment,design,area,production,material,practice,activism,phase,area,anthropology,environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,resource,exile,environment,identification,memory,practice,memory,conflict,exile,diaspora,researcher,memory,implementation,practice,researcher,member,researcher,solidarity,activity,self,narrative,practice,policy,communication,target,diaspora,member,policy,educator,medium,event,environment,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,resource,exile,environment,identification,memory,practice,memory,conflict,exile,diaspora,researcher,memory,implementation,practice,researcher,member,researcher,solidarity,activity,self,narrative,practice,policy,communication,target,diaspora,member,policy,educator,medium,event,environment,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,resource,exile,environment,identification,memory,practice,memory,conflict,exile,diaspora,researcher,memory,implementation,practice,researcher,member,researcher,solidarity,activity,self,narrative,practice,policy,communication,target,diaspora,member,policy,educator,medium,event,environment,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,resource,exile,environment,identification,memory,practice,memory,conflict,exile,diaspora,researcher,memory,implementation,practice,researcher,member,researcher,solidarity,activity,self,narrative,practice,policy,communication,target,diaspora,member,policy,educator,medium,event,environment,network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,relation,woman,woman,woman,household,nature,culture,nature,nature,woman,conflict,ontology,animal,region,literature,gender,ontology,environment,relation,anthropology,literature,woman,separation,nature,woman,nature,woman,subsistence,design,anthropology,gender,relation,woman,anthropology,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,generation,network,problem,target,service,individual,environment,ecosystem,automation,latency,resolution,accuracy,device,requirement,generation,packet,communication,latency,application,design,packet,communication,communication,system,flexibility,blocklength,blocklength,code,bit,bit,performance,rateless,code,blocklength,flexibility,code,blocklength,rateless,scheme,algorithm,flexibility,bit,code,design,algorithm,latency,packet,communication,performance,network,latency,flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,
905,occupation,change,pattern,area,change,transport,network,city,urbanisation,migration,economy,transmission,connectivity,river,sea,transport,network,communication,trade,resource,economy,transport,network,connectivity,empire,influence,influence,reconstruction,system,transport,network,transport,network,system,problem,transport,network,influence,connectivity,urbanisation,network,science,mobility,transport,urbanisation,pan,connectivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,content,cost,threat,structure,power,interaction,content,philosophy,language,science,component,model,prediction,model,content,language,user,judgment,judge,concrete,model,language,judge,innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,medium,platform,activist,content,medium,practice,content,content,practice,practice,medium,polarisation,medium,landscape,discourse,backlash,wing,voice,feminism,medium,content,audience,feminism,ethic,content,creator,group,medium,user,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,medium,platform,activist,content,medium,practice,content,content,practice,practice,medium,polarisation,medium,landscape,discourse,backlash,wing,voice,feminism,medium,content,audience,feminism,ethic,content,creator,group,medium,user,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,decentralization,problem,service,corruption,trust,reform,reform,citizen,participation,assessment,decentralization,reform,decentralization,reform,conflict,official,researcher,politic,decentralization,reform,decentralization,reform,politic,power,official,conflict,group,decentralization,decentralization,reform,decision,power,official,conflict,decentralization,official,conflict,reform,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,decentralization,problem,service,corruption,trust,reform,reform,citizen,participation,assessment,decentralization,reform,decentralization,reform,conflict,official,researcher,politic,decentralization,reform,decentralization,reform,politic,power,official,conflict,group,decentralization,decentralization,reform,decision,power,official,conflict,decentralization,official,conflict,reform,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,decentralization,problem,service,corruption,trust,reform,reform,citizen,participation,assessment,decentralization,reform,decentralization,reform,conflict,official,researcher,politic,decentralization,reform,decentralization,reform,politic,power,official,conflict,group,decentralization,decentralization,reform,decision,power,official,conflict,decentralization,official,conflict,reform,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,century,fire,generator,industry,life,ideology,kinship,relation,animal,change,materiality,model,motor,panel,cell,motorcycle,landscape,motorcycle,policy,safety,institution,time,researcher,anthropology,gender,science,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,century,fire,generator,industry,life,ideology,kinship,relation,animal,change,materiality,model,motor,panel,cell,motorcycle,landscape,motorcycle,policy,safety,institution,time,researcher,anthropology,gender,science,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,century,fire,generator,industry,life,ideology,kinship,relation,animal,change,materiality,model,motor,panel,cell,motorcycle,landscape,motorcycle,policy,safety,institution,time,researcher,anthropology,gender,science,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,century,fire,generator,industry,life,ideology,kinship,relation,animal,change,materiality,model,motor,panel,cell,motorcycle,landscape,motorcycle,policy,safety,institution,time,researcher,anthropology,gender,science,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,state,archive,material,history,culture,act,history,level,state,locality,individual,state,medium,level,domain,state,citizen,researcher,history,history,history,sound,ideal,act,state,state,initiative,level,act,state,initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,state,archive,material,history,culture,act,history,level,state,locality,individual,state,medium,level,domain,state,citizen,researcher,history,history,history,sound,ideal,act,state,state,initiative,level,act,state,initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,power,performance,generation,battery,electrode,power,performance,film,lithium,ion,diffusion,performance,identification,lithium,diffusion,pathway,electrode,anode,cathode,water,slurry,laser,ablation,material,recycling,water,ablation,microstructure,electrode,porosity,cell,power,density,optimization,ablation,pattern,electrode,power,performance,diffusion,parameter,porosity,slurry,material,recycling,production,cost,laser,ablation,electrode,level,generation,battery,vehicle,application,,,,,,,,,,,,,,,,,,,,,,,
919,influence,value,assent,phase,science,theory,image,science,policy,trust,science,science,model,value,assent,phase,science,time,value,science,value,value,value,value,selection,level,value,model,model,level,objection,model,researcher,climate,science,science,model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,immigrant,homeland,heritage,heritage,participation,pattern,heritage,participation,immigrant,institution,heritage,minority,participation,immigrant,heritage,homeland,minority,heritage,inclusion,attitude,immigrant,participation,heritage,influence,immigrant,homeland,theory,practice,action,pattern,heritage,immigrant,influence,immigrant,homeland,migration,heritage,heritage,participation,pattern,immigrant,migration,heritage,heritage,migration,heritage,institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,century,documentary,poetry,community,resistance,memory,violence,poetry,body,archive,text,document,text,code,poetry,documentary,poetry,violence,woman,function,poetry,model,documentary,poetry,memory,literature,history,poetry,resistance,violence,nature,documentary,poetry,literature,discrimination,competence,problem,violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,century,documentary,poetry,community,resistance,memory,violence,poetry,body,archive,text,document,text,code,poetry,documentary,poetry,violence,woman,function,poetry,model,documentary,poetry,memory,literature,history,poetry,resistance,violence,nature,documentary,poetry,literature,discrimination,competence,problem,violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,ethic,disability,model,variation,model,disability,environment,causation,provision,environment,policy,model,disability,model,disability,policy,reconstruction,problem,disability,model,discrimination,discrimination,variation,variation,revisionary,model,discrimination,disability,revisionary,disability,variation,variation,diversity,justice,logic,life,disability,minority,language,environment,discrimination,variation,sign,language,impairment,impairment,environment,assimilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,user,device,datum,energy,computing,device,transistor,power,density,chip,computing,device,device,spin,electron,energy,logic,gate,logic,gate,domain,wall,wave,information,inclusion,device,technology,energy,signal,domain,information,domain,spin,logic,device,strain,material,magnetisation,voltage,change,magnetisation,voltage,spin,logic,concept,energy,logic,logic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
